Date,State,District,Mandi,Crop,Season,Month,Year,Arrival Quantity (Tonnes),Market Price (₹/kg),Minimum Price,Maximum Price,Rainfall (mm),Temperature (°C),Humidity (%),Fuel Price,Transport Cost (₹/kg),Distance (km),Festival Season,Supply Index,Demand Index
2022-01-20,Uttar Pradesh,Lucknow,Lucknow Mandi,Ragi,Winter,1,2022,377.6,54.75,48.14,61.52,9.2,12.4,52.0,89.24,1.22,273,Yes,94,154
2021-04-30,Andhra Pradesh,Kurnool,Kurnool Market,Jowar,Summer,4,2021,126.0,33.31,29.3,35.29,2.2,40.1,57.0,84.18,0.58,137,No,61,87
2021-06-07,Tamil Nadu,Salem,Salem APMC,Coconut,Monsoon,6,2021,429.1,27.55,23.85,30.35,160.0,32.8,71.2,85.75,0.19,45,No,97,85
2024-01-28,Karnataka,Mysuru,Mysuru APMC,Sunflower,Winter,1,2024,267.5,69.17,63.65,77.26,0.8,20.1,64.5,93.56,1.32,283,No,77,90
2021-07-25,Gujarat,Surat,Surat APMC,Gram (Chana),Monsoon,7,2021,144.7,86.06,76.73,102.53,104.5,33.4,75.9,84.59,0.21,50,No,66,107
2021-03-12,Gujarat,Ahmedabad,Ahmedabad APMC,Potato,Summer,3,2021,23.5,16.07,14.92,18.05,6.3,39.1,35.6,85.9,0.45,104,No,81,65
2024-11-17,Punjab,Jalandhar,Jalandhar APMC,Mustard,Post-Monsoon,11,2024,453.4,83.03,71.06,93.06,3.5,16.7,41.3,93.09,0.69,148,Yes,106,134
2022-09-25,Tamil Nadu,Trichy,Gandhi Market,Urad,Monsoon,9,2022,268.4,64.43,61.05,67.99,175.6,31.3,95.5,89.6,1.21,270,No,84,67
2021-02-03,Telangana,Karimnagar,Karimnagar APMC,Coconut,Winter,2,2021,255.2,40.83,37.22,45.64,1.6,21.1,52.6,86.0,0.12,29,No,67,84
2021-09-30,Kerala,Kannur,Kannur Market,Soybean,Monsoon,9,2021,51.4,42.32,36.95,50.25,53.7,27.2,98.9,86.87,0.78,179,No,107,96
2022-04-26,Gujarat,Ahmedabad,Ahmedabad APMC,Wheat,Summer,4,2022,725.0,13.66,12.1,14.8,7.8,38.9,38.5,87.94,0.49,111,No,167,98
2025-11-07,Andhra Pradesh,Guntur,Guntur APMC,Urad,Post-Monsoon,11,2025,431.0,172.57,153.01,196.35,3.5,33.6,84.9,94.23,0.31,66,Yes,91,160
2025-07-31,Karnataka,Belagavi,Belagavi Market,Ragi,Monsoon,7,2025,87.6,38.06,34.06,41.83,66.6,31.8,88.8,92.28,0.66,142,No,73,91
2022-04-18,Tamil Nadu,Tiruppur,Palladam Market,Moong,Summer,4,2022,31.1,86.22,74.95,95.19,6.1,43.2,48.9,89.26,0.89,199,No,76,86
2020-04-25,Andhra Pradesh,Kurnool,Kurnool Market,Urad,Summer,4,2020,213.0,63.29,55.45,73.68,2.6,32.4,24.3,82.32,0.99,240,No,77,63
2022-04-14,Tamil Nadu,Thanjavur,Thanjavur APMC,Gram (Chana),Summer,4,2022,412.8,57.31,52.13,62.51,5.1,38.2,28.4,86.76,1.0,230,No,100,111
2024-11-30,Haryana,Rohtak,Rohtak APMC,Paddy,Post-Monsoon,11,2024,453.1,28.29,26.49,33.07,9.9,34.3,49.5,95.12,0.08,17,Yes,144,155
2020-04-11,Gujarat,Ahmedabad,Ahmedabad APMC,Tur (Arhar),Summer,4,2020,342.3,40.52,36.53,48.53,5.1,34.6,38.5,83.14,0.97,233,No,107,63
2025-05-08,Haryana,Karnal,Karnal APMC,Mustard,Summer,5,2025,359.8,70.51,62.76,79.5,1.9,44.1,50.9,97.3,0.26,54,No,72,79
2023-06-19,Tamil Nadu,Tiruppur,Palladam Market,Wheat,Monsoon,6,2023,208.8,50.36,42.88,57.07,53.0,29.1,74.7,89.07,0.65,147,No,63,118
2023-07-21,Andhra Pradesh,Kurnool,Kurnool Market,Mustard,Monsoon,7,2023,272.9,67.12,58.47,75.59,67.3,30.3,76.4,89.99,0.45,100,No,60,69
2022-10-24,Kerala,Palakkad,Palakkad APMC,Groundnut,Post-Monsoon,10,2022,441.0,99.22,87.76,108.1,3.9,26.4,47.6,86.37,1.14,263,Yes,92,138
2023-11-14,Maharashtra,Pune,Pune APMC,Potato,Post-Monsoon,11,2023,225.6,45.5,39.18,47.92,5.8,22.5,63.9,93.4,0.44,95,Yes,68,130
2023-01-19,Haryana,Panipat,Panipat Market,Potato,Winter,1,2023,182.2,36.41,34.18,40.81,3.3,10.5,51.8,90.31,1.2,266,Yes,97,153
2020-04-26,Telangana,Karimnagar,Karimnagar APMC,Soybean,Summer,4,2020,278.9,41.7,38.29,45.96,2.0,31.5,24.3,84.11,1.22,290,No,70,62
2022-02-15,Punjab,Amritsar,Amritsar Market,Gram (Chana),Winter,2,2022,92.4,46.96,44.1,49.31,4.4,5.9,51.7,90.6,0.44,97,No,77,65
2022-02-08,Maharashtra,Pune,Pune APMC,Onion,Winter,2,2022,98.9,19.9,17.82,23.63,0.7,19.3,57.6,90.19,0.66,146,No,106,75
2020-03-20,Gujarat,Ahmedabad,Ahmedabad APMC,Maize,Summer,3,2020,223.8,26.19,22.6,31.11,8.4,38.1,20.4,83.88,0.31,74,No,62,73
2025-10-09,Karnataka,Mysuru,Mysuru APMC,Gram (Chana),Post-Monsoon,10,2025,409.5,111.15,105.41,132.59,3.1,19.6,35.0,93.09,0.99,212,Yes,104,174
2021-08-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Ragi,Monsoon,8,2021,241.3,50.29,43.05,57.69,55.6,27.3,89.4,84.25,1.15,272,No,58,104
2023-11-19,Tamil Nadu,Madurai,Paravai Market,Cotton,Post-Monsoon,11,2023,328.0,30.0,27.34,34.22,1.3,25.1,41.3,93.66,1.15,246,Yes,158,72
2024-09-25,Uttar Pradesh,Agra,Agra APMC,Coconut,Monsoon,9,2024,202.7,38.72,33.86,41.3,65.7,26.5,78.1,95.69,0.15,31,No,100,102
2024-05-31,Uttar Pradesh,Kanpur,Kanpur Mandi,Tur (Arhar),Summer,5,2024,355.6,90.36,77.24,96.48,3.5,34.2,55.2,90.08,0.11,24,No,75,82
2022-05-30,Uttar Pradesh,Agra,Agra APMC,Maize,Summer,5,2022,39.4,45.77,42.89,53.05,9.3,45.0,44.0,90.78,0.37,81,No,59,109
2023-02-18,Tamil Nadu,Coimbatore,Coimbatore APMC,Soybean,Winter,2,2023,125.6,77.22,69.27,81.25,10.0,5.4,59.2,89.62,0.91,203,No,71,109
2025-02-21,Andhra Pradesh,Chittoor,Chittoor APMC,Mustard,Winter,2,2025,400.7,45.22,40.94,53.95,3.3,20.9,47.0,97.52,1.43,294,No,92,68
2024-08-15,Karnataka,Hubli,Hubli APMC,Urad,Monsoon,8,2024,176.8,205.45,193.73,216.49,180.8,25.9,76.2,95.23,0.37,78,Yes,77,161
2024-04-30,Kerala,Thrissur,Thrissur Market,Onion,Summer,4,2024,186.7,46.48,43.71,52.39,4.8,43.9,43.8,91.6,0.8,174,No,65,103
2022-03-02,Haryana,Rohtak,Rohtak APMC,Gram (Chana),Summer,3,2022,237.9,58.51,54.57,70.11,8.7,30.8,35.3,87.32,0.12,27,No,64,67
2025-06-29,Tamil Nadu,Salem,Salem APMC,Gram (Chana),Monsoon,6,2025,149.4,113.48,106.57,119.94,158.3,33.1,82.7,95.08,0.68,144,No,61,120
2023-05-20,Karnataka,Bengaluru,Yeshwanthpur APMC,Soybean,Summer,5,2023,377.4,51.89,44.95,55.55,2.4,42.2,51.7,89.06,0.2,45,No,99,100
2022-09-07,Maharashtra,Mumbai,Vashi APMC,Bajra,Monsoon,9,2022,32.2,19.23,17.51,21.11,148.0,29.4,86.8,86.73,1.05,242,No,78,66
2021-10-28,Andhra Pradesh,Kurnool,Kurnool Market,Urad,Post-Monsoon,10,2021,46.8,153.18,131.5,170.45,7.8,30.8,57.1,87.28,0.51,118,Yes,96,171
2021-01-28,Haryana,Panipat,Panipat Market,Coconut,Winter,1,2021,159.1,76.31,66.66,86.72,1.2,7.3,64.4,86.1,0.96,223,Yes,65,139
2023-10-02,Telangana,Karimnagar,Karimnagar APMC,Onion,Post-Monsoon,10,2023,330.9,59.7,56.35,65.21,3.2,15.9,30.6,90.31,0.29,65,Yes,71,131
2024-06-24,Uttar Pradesh,Agra,Agra APMC,Jowar,Monsoon,6,2024,253.4,22.46,20.89,26.64,90.4,25.1,74.2,91.1,1.08,237,No,109,88
2023-03-06,Tamil Nadu,Coimbatore,Mettupalayam Market,Ragi,Summer,3,2023,249.0,31.89,29.49,36.55,5.3,37.6,57.4,90.83,0.05,10,No,71,81
2023-07-15,Andhra Pradesh,Chittoor,Chittoor APMC,Cotton,Monsoon,7,2023,381.3,96.15,90.02,113.89,169.2,30.5,82.9,93.2,0.78,167,No,83,115
2020-08-07,Haryana,Karnal,Karnal APMC,Potato,Monsoon,8,2020,56.7,39.54,34.44,41.92,128.8,25.1,85.3,82.94,0.75,182,Yes,79,148
2022-02-23,Maharashtra,Nagpur,Kalamna Market,Potato,Winter,2,2022,72.1,22.45,21.26,23.75,8.6,21.8,44.9,90.93,0.9,197,No,73,81
2023-02-27,Telangana,Karimnagar,Karimnagar APMC,Ragi,Winter,2,2023,358.5,31.13,27.5,37.27,1.2,18.6,48.5,89.75,0.91,203,No,102,109
2022-02-25,Telangana,Karimnagar,Karimnagar APMC,Maize,Winter,2,2022,186.2,35.53,30.71,41.51,3.9,21.3,68.3,90.47,0.11,24,No,58,88
2023-12-25,Telangana,Hyderabad,Kukatpally APMC,Jowar,Winter,12,2023,172.5,25.36,23.21,30.42,2.2,7.8,40.9,91.46,0.42,91,No,73,73
2020-03-24,Tamil Nadu,Trichy,Gandhi Market,Mustard,Summer,3,2020,169.0,54.66,47.01,64.28,0.6,32.5,39.6,85.2,0.55,130,No,83,91
2020-01-16,Kerala,Palakkad,Palakkad APMC,Gram (Chana),Winter,1,2020,281.4,101.15,86.06,117.49,1.7,17.1,46.5,87.0,0.96,220,Yes,89,175
2020-10-16,Uttar Pradesh,Varanasi,Varanasi APMC,Coconut,Post-Monsoon,10,2020,77.9,38.72,35.17,46.32,2.3,26.3,33.9,84.26,0.64,151,No,96,114
2020-03-12,Gujarat,Ahmedabad,Ahmedabad APMC,Groundnut,Summer,3,2020,165.6,63.3,59.25,75.75,4.2,33.9,44.1,82.41,0.19,45,No,68,74
2022-10-18,Tamil Nadu,Tiruppur,Palladam Market,Sunflower,Post-Monsoon,10,2022,339.8,125.89,119.41,150.96,6.6,31.2,54.5,90.7,0.38,83,Yes,75,163
2020-03-13,Andhra Pradesh,Guntur,Guntur APMC,Mustard,Summer,3,2020,16.8,58.65,50.25,63.48,6.7,43.9,53.1,87.03,0.11,26,No,70,80
2022-03-23,Telangana,Hyderabad,Kukatpally APMC,Maize,Summer,3,2022,311.0,18.98,16.84,21.81,0.3,33.6,28.3,91.81,0.46,100,No,104,84
2024-05-08,Gujarat,Ahmedabad,Ahmedabad APMC,Cotton,Summer,5,2024,211.4,79.43,69.39,92.94,4.2,32.6,21.5,91.32,0.68,148,No,107,115
2022-06-15,Kerala,Ernakulam,Ernakulam Central,Mustard,Monsoon,6,2022,105.1,67.0,58.6,74.81,61.5,32.2,95.3,88.83,0.07,15,No,59,72
2024-07-04,Punjab,Jalandhar,Jalandhar APMC,Sunflower,Monsoon,7,2024,31.7,56.29,48.16,65.03,107.1,32.2,85.6,93.97,0.21,44,No,86,78
2023-08-14,Tamil Nadu,Salem,Salem APMC,Gram (Chana),Monsoon,8,2023,312.4,125.1,116.92,149.38,137.0,34.9,93.2,92.37,0.16,34,Yes,70,150
2021-08-26,Maharashtra,Nagpur,Kalamna Market,Cotton,Monsoon,8,2021,41.8,79.38,71.84,86.47,65.6,29.2,98.8,88.04,0.95,216,Yes,53,64
2025-10-16,Telangana,Karimnagar,Karimnagar APMC,Paddy,Post-Monsoon,10,2025,594.5,28.17,24.88,31.39,7.9,24.4,62.0,93.34,0.86,184,Yes,126,149
2024-05-15,Andhra Pradesh,Guntur,Guntur APMC,Cotton,Summer,5,2024,228.6,80.24,73.38,94.26,7.1,31.8,44.8,93.72,0.55,117,No,89,100
2023-10-01,Haryana,Rohtak,Rohtak APMC,Jowar,Post-Monsoon,10,2023,125.6,20.88,19.03,24.23,5.1,26.4,74.5,93.13,1.25,268,Yes,106,84
2020-04-28,Uttar Pradesh,Varanasi,Varanasi APMC,Bajra,Summer,4,2020,115.4,29.16,26.49,34.3,8.1,39.1,39.9,83.97,0.74,176,No,73,97
2020-11-01,Punjab,Amritsar,Amritsar Market,Urad,Post-Monsoon,11,2020,163.0,204.89,186.53,217.31,9.6,23.0,81.6,87.62,0.6,137,Yes,71,159
2021-12-24,Karnataka,Mysuru,Mysuru APMC,Groundnut,Winter,12,2021,180.5,96.11,81.8,115.27,4.0,19.1,54.0,88.22,0.75,170,No,61,101
2025-11-04,Haryana,Panipat,Panipat Market,Urad,Post-Monsoon,11,2025,64.8,214.02,200.87,248.03,8.4,31.1,86.4,93.0,1.12,241,Yes,77,156
2021-02-01,Haryana,Karnal,Karnal APMC,Gram (Chana),Winter,2,2021,250.1,82.49,71.33,93.96,9.9,13.5,62.7,88.88,1.05,236,No,55,85
2025-11-05,Punjab,Jalandhar,Jalandhar APMC,Tur (Arhar),Post-Monsoon,11,2025,144.6,152.85,143.0,168.72,9.2,22.9,33.1,93.14,0.42,91,No,57,105
2021-02-08,Tamil Nadu,Madurai,Paravai Market,Onion,Winter,2,2021,200.4,42.59,36.81,47.59,3.5,10.9,67.3,88.52,1.25,283,No,65,107
2023-08-03,Karnataka,Mysuru,Mysuru APMC,Jowar,Monsoon,8,2023,123.0,46.77,41.5,55.97,126.0,29.1,75.7,92.33,0.07,15,Yes,60,112
2020-04-29,Maharashtra,Nagpur,Kalamna Market,Maize,Summer,4,2020,320.8,20.39,18.66,21.6,0.2,38.1,34.3,85.42,0.59,137,No,68,63
2022-08-27,Telangana,Hyderabad,Kukatpally APMC,Sunflower,Monsoon,8,2022,266.2,133.64,115.71,153.26,59.5,29.5,97.4,91.29,0.3,66,Yes,64,144
2025-06-25,Andhra Pradesh,Chittoor,Chittoor APMC,Urad,Monsoon,6,2025,204.1,103.51,97.99,113.77,66.9,31.7,87.6,93.47,0.88,188,No,79,88
2023-01-16,Punjab,Amritsar,Amritsar Market,Groundnut,Winter,1,2023,522.1,116.18,105.14,123.15,8.8,20.8,69.3,89.68,0.92,205,Yes,105,162
2024-11-23,Gujarat,Ahmedabad,Ahmedabad APMC,Cotton,Post-Monsoon,11,2024,414.7,41.47,39.28,47.11,3.0,29.7,51.6,92.33,0.75,162,Yes,131,99
2020-04-23,Andhra Pradesh,Chittoor,Chittoor APMC,Sunflower,Summer,4,2020,169.4,105.25,92.24,116.94,7.7,31.0,27.7,86.75,0.88,202,No,57,116
2021-04-25,Maharashtra,Nagpur,Kalamna Market,Moong,Summer,4,2021,399.7,44.02,38.6,52.18,5.9,41.1,20.3,84.86,0.62,145,No,107,61
2023-01-31,Andhra Pradesh,Kurnool,Kurnool Market,Gram (Chana),Winter,1,2023,20.4,150.38,142.17,169.45,10.0,6.8,48.9,92.27,0.07,15,Yes,58,144
2024-06-14,Maharashtra,Nashik,Pimpalgaon,Soybean,Monsoon,6,2024,42.5,37.68,32.15,44.34,196.0,30.3,88.3,94.87,0.92,195,No,92,63
2021-10-06,Punjab,Jalandhar,Jalandhar APMC,Bajra,Post-Monsoon,10,2021,245.9,25.74,22.41,27.54,5.6,19.1,31.5,88.59,0.67,151,No,101,117
2021-02-22,Telangana,Karimnagar,Karimnagar APMC,Sunflower,Winter,2,2021,246.2,73.65,65.11,82.39,3.2,18.9,56.0,87.47,1.25,286,No,71,97
2024-11-28,Haryana,Karnal,Karnal APMC,Moong,Post-Monsoon,11,2024,288.6,180.6,158.89,212.71,1.7,19.3,30.2,94.24,0.94,200,Yes,91,165
2020-11-13,Uttar Pradesh,Agra,Agra APMC,Sunflower,Post-Monsoon,11,2020,377.6,43.05,39.85,48.45,8.0,17.9,80.1,84.48,0.3,70,No,77,60
2022-08-08,Karnataka,Belagavi,Belagavi Market,Cotton,Monsoon,8,2022,377.8,91.72,79.81,102.87,181.2,27.0,79.9,87.15,0.23,52,Yes,85,118
2024-09-19,Maharashtra,Pune,Pune APMC,Gram (Chana),Monsoon,9,2024,340.2,47.4,41.92,55.08,147.9,27.6,90.6,93.88,0.35,75,No,93,75
2021-03-19,Andhra Pradesh,Kurnool,Kurnool Market,Wheat,Summer,3,2021,147.8,47.71,41.48,52.75,0.8,32.6,32.4,88.67,0.51,115,No,64,118
2021-12-08,Haryana,Karnal,Karnal APMC,Mustard,Winter,12,2021,151.0,92.52,79.68,98.18,5.8,9.0,60.4,88.58,0.08,17,No,62,103
2024-06-23,Kerala,Thrissur,Thrissur Market,Moong,Monsoon,6,2024,339.9,107.54,96.31,118.98,79.7,31.5,90.9,95.94,1.41,294,No,80,106
2024-03-19,Maharashtra,Nashik,Pimpalgaon,Cotton,Summer,3,2024,71.7,121.88,106.79,143.79,0.2,39.0,29.7,92.4,0.46,99,No,62,103
2023-04-15,Kerala,Palakkad,Palakkad APMC,Cotton,Summer,4,2023,86.5,53.24,46.3,62.25,4.5,42.6,35.3,89.06,1.07,240,No,102,80
2024-01-07,Andhra Pradesh,Guntur,Guntur APMC,Urad,Winter,1,2024,245.1,215.03,194.91,242.01,2.0,6.0,62.5,90.24,1.07,238,Yes,68,147
2021-03-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Moong,Summer,3,2021,20.1,59.7,56.57,68.81,6.9,38.0,46.4,85.03,0.23,53,No,88,66
2023-03-27,Punjab,Jalandhar,Jalandhar APMC,Maize,Summer,3,2023,168.2,21.72,18.6,25.45,7.1,42.2,55.8,90.34,1.18,261,No,94,81
2025-10-05,Karnataka,Mysuru,Mysuru APMC,Coconut,Post-Monsoon,10,2025,107.1,63.7,59.22,69.4,5.6,28.4,47.6,94.68,0.97,205,Yes,93,151
2021-09-15,Karnataka,Bengaluru,Yeshwanthpur APMC,Maize,Monsoon,9,2021,216.3,12.74,11.89,14.03,150.6,33.0,97.0,89.95,0.24,53,No,124,79
2023-09-28,Kerala,Palakkad,Palakkad APMC,Tomato,Monsoon,9,2023,63.4,22.35,19.47,24.94,141.8,30.7,91.0,89.63,0.69,155,No,77,76
2022-08-28,Maharashtra,Nashik,Pimpalgaon,Jowar,Monsoon,8,2022,379.8,31.57,29.43,33.57,192.1,28.7,72.2,90.38,0.27,60,Yes,89,112
2022-01-05,Haryana,Panipat,Panipat Market,Soybean,Winter,1,2022,322.3,116.22,105.56,135.63,4.0,9.1,55.2,87.32,0.58,133,Yes,86,169
2024-07-20,Punjab,Ludhiana,Ludhiana APMC,Potato,Monsoon,7,2024,252.2,30.47,26.04,33.61,160.6,32.1,98.2,92.51,0.58,126,No,71,96
2020-01-02,Uttar Pradesh,Kanpur,Kanpur Mandi,Soybean,Winter,1,2020,32.0,64.23,58.74,72.39,4.4,11.7,59.7,82.22,0.62,151,Yes,110,133
2021-12-22,Punjab,Jalandhar,Jalandhar APMC,Moong,Winter,12,2021,358.7,96.78,86.54,108.38,3.8,5.1,66.7,86.37,0.89,207,No,83,103
2020-05-10,Telangana,Warangal,Enumamula APMC,Ragi,Summer,5,2020,184.2,43.05,39.11,45.24,7.6,37.4,26.1,84.32,0.79,188,No,67,111
2022-09-21,Gujarat,Ahmedabad,Ahmedabad APMC,Tur (Arhar),Monsoon,9,2022,81.9,69.83,61.55,78.99,114.5,30.9,74.3,86.36,0.33,76,No,109,103
2025-11-28,Punjab,Ludhiana,Ludhiana APMC,Tomato,Post-Monsoon,11,2025,30.0,92.64,79.41,99.88,4.3,25.9,66.6,97.08,0.79,163,Yes,52,163
2021-01-09,Telangana,Karimnagar,Karimnagar APMC,Ragi,Winter,1,2021,16.0,40.51,37.0,45.19,6.8,7.4,69.7,88.3,0.79,180,Yes,102,145
2023-10-11,Maharashtra,Nagpur,Kalamna Market,Wheat,Post-Monsoon,10,2023,148.9,55.92,51.49,66.32,6.6,32.3,88.4,92.72,0.83,179,Yes,82,146
2023-06-07,Kerala,Thrissur,Thrissur Market,Tomato,Monsoon,6,2023,98.5,23.13,20.38,26.07,95.4,28.5,83.9,89.13,1.21,271,No,96,99
2024-01-17,Maharashtra,Mumbai,Vashi APMC,Moong,Winter,1,2024,106.2,221.17,196.97,250.07,8.5,14.8,66.9,92.85,0.21,46,Yes,71,174
2022-11-12,Andhra Pradesh,Chittoor,Chittoor APMC,Wheat,Post-Monsoon,11,2022,166.8,48.82,46.25,55.93,8.4,30.7,68.4,89.54,1.03,230,Yes,96,168
2022-04-19,Telangana,Warangal,Enumamula APMC,Potato,Summer,4,2022,113.1,36.67,33.29,40.19,4.2,36.5,54.0,88.3,1.18,268,No,59,107
2022-03-07,Gujarat,Rajkot,Rajkot Market,Ragi,Summer,3,2022,250.2,21.64,19.3,23.38,8.1,36.8,20.6,91.61,0.67,147,No,106,80
2021-10-27,Kerala,Thrissur,Thrissur Market,Bajra,Post-Monsoon,10,2021,69.2,33.75,31.07,36.52,1.4,33.8,45.4,84.23,0.29,68,Yes,59,94
2022-02-25,Karnataka,Hubli,Hubli APMC,Cotton,Winter,2,2022,412.9,50.58,44.0,54.99,2.2,11.2,64.3,90.91,0.65,142,No,85,65
2025-09-19,Andhra Pradesh,Guntur,Guntur APMC,Moong,Monsoon,9,2025,363.0,107.94,98.53,122.28,139.8,33.7,70.8,92.36,1.06,230,No,88,110
2025-02-15,Telangana,Hyderabad,Bowenpally Market,Coconut,Winter,2,2025,169.2,40.96,36.38,47.38,0.0,11.3,57.7,97.34,0.67,137,No,93,102
2020-09-27,Uttar Pradesh,Lucknow,Lucknow Mandi,Moong,Monsoon,9,2020,46.5,66.64,62.68,79.56,65.9,28.0,78.9,83.36,0.92,220,No,76,66
2024-02-05,Tamil Nadu,Salem,Salem APMC,Onion,Winter,2,2024,320.9,33.29,30.26,35.43,2.3,11.1,51.5,93.19,0.55,119,No,104,120
2020-01-11,Telangana,Hyderabad,Bowenpally Market,Jowar,Winter,1,2020,60.0,35.51,32.37,38.99,8.7,13.2,50.7,84.33,0.16,39,Yes,75,117
2025-01-24,Haryana,Panipat,Panipat Market,Potato,Winter,1,2025,101.8,31.75,28.9,36.67,5.2,6.7,57.3,92.05,0.54,117,Yes,104,134
2020-05-01,Gujarat,Surat,Surat APMC,Wheat,Summer,5,2020,645.8,12.81,11.65,13.99,1.4,34.4,21.6,87.39,0.97,222,No,166,105
2021-07-20,Andhra Pradesh,Kurnool,Kurnool Market,Mustard,Monsoon,7,2021,365.5,36.09,31.22,41.45,188.6,34.8,87.6,84.61,0.73,173,No,110,74
2021-08-23,Andhra Pradesh,Chittoor,Chittoor APMC,Jowar,Monsoon,8,2021,258.3,34.49,31.5,37.57,87.1,28.5,74.7,87.74,0.43,97,Yes,81,118
2021-04-14,Karnataka,Mysuru,Mysuru APMC,Coconut,Summer,4,2021,146.7,31.71,28.91,33.76,4.3,37.7,32.8,86.49,1.12,259,No,100,100
2022-10-25,Karnataka,Hubli,Hubli APMC,Wheat,Post-Monsoon,10,2022,399.9,40.42,35.5,45.2,5.3,27.7,58.4,87.57,1.13,258,Yes,107,145
2023-12-08,Maharashtra,Nashik,Lasalgaon APMC,Tomato,Winter,12,2023,27.0,36.9,32.85,42.84,0.3,6.3,69.2,89.09,0.82,183,No,75,118
2023-11-07,Karnataka,Belagavi,Belagavi Market,Potato,Post-Monsoon,11,2023,67.3,20.81,18.52,22.53,9.5,25.6,35.9,91.47,0.67,146,No,98,100
2023-07-17,Karnataka,Mysuru,Mysuru APMC,Gram (Chana),Monsoon,7,2023,25.1,65.07,58.46,76.47,142.4,33.1,71.3,90.58,0.42,93,No,56,67
2021-10-31,Kerala,Palakkad,Palakkad APMC,Moong,Post-Monsoon,10,2021,198.3,262.17,242.63,285.4,4.7,29.6,58.7,87.37,0.73,166,Yes,50,168
2025-12-15,Telangana,Warangal,Enumamula APMC,Sunflower,Winter,12,2025,56.9,83.65,74.01,95.83,3.4,12.3,65.4,97.59,0.41,84,No,74,100
2025-12-21,Punjab,Jalandhar,Jalandhar APMC,Ragi,Winter,12,2025,23.1,32.35,30.39,35.38,6.8,14.1,66.3,92.37,0.53,114,No,105,106
2020-09-26,Andhra Pradesh,Guntur,Guntur APMC,Wheat,Monsoon,9,2020,237.0,33.34,29.32,37.38,75.6,29.8,91.0,87.08,0.35,81,No,67,90
2023-11-21,Punjab,Jalandhar,Jalandhar APMC,Cotton,Post-Monsoon,11,2023,152.4,31.46,28.79,37.65,8.8,25.1,42.6,93.53,1.38,296,Yes,154,78
2025-09-17,Tamil Nadu,Tiruppur,Palladam Market,Groundnut,Monsoon,9,2025,36.4,54.26,50.35,57.11,94.6,25.7,98.5,93.88,0.72,153,No,103,85
2022-09-23,Gujarat,Rajkot,Rajkot Market,Mustard,Monsoon,9,2022,14.2,36.42,33.14,43.03,71.6,26.2,78.5,89.28,0.46,102,No,97,62
2022-09-26,Kerala,Palakkad,Palakkad APMC,Tomato,Monsoon,9,2022,48.4,18.73,17.12,22.4,91.4,28.0,82.0,88.7,1.18,266,No,99,85
2022-02-16,Maharashtra,Nagpur,Kalamna Market,Wheat,Winter,2,2022,186.8,32.46,30.21,38.19,6.1,15.7,64.3,87.36,0.93,213,No,71,94
2020-01-08,Karnataka,Bengaluru,Yeshwanthpur APMC,Mustard,Winter,1,2020,57.6,80.33,75.45,91.94,7.6,17.4,66.1,82.35,0.46,112,Yes,91,135
2023-06-21,Gujarat,Ahmedabad,Ahmedabad APMC,Bajra,Monsoon,6,2023,40.8,22.01,20.45,26.24,172.7,33.3,96.7,88.23,0.05,12,No,90,83
2023-01-29,Karnataka,Bengaluru,K.R. Market,Ragi,Winter,1,2023,369.2,58.21,53.67,61.65,9.4,15.2,42.3,89.88,0.28,63,Yes,77,146
2025-04-18,Punjab,Jalandhar,Jalandhar APMC,Mustard,Summer,4,2025,370.3,53.76,50.91,59.5,1.9,41.1,28.3,95.32,0.27,57,No,82,69
2025-08-31,Kerala,Ernakulam,Ernakulam Central,Onion,Monsoon,8,2025,219.3,147.3,139.0,160.18,67.2,30.9,90.8,92.24,0.64,138,Yes,54,160
2025-04-09,Andhra Pradesh,Guntur,Guntur APMC,Cotton,Summer,4,2025,159.6,166.1,153.21,184.19,3.9,30.4,32.2,93.41,1.4,299,No,53,119
2024-03-01,Uttar Pradesh,Agra,Agra APMC,Mustard,Summer,3,2024,31.5,73.78,64.85,82.32,9.2,43.4,34.0,95.07,0.08,17,No,92,107
2024-07-07,Telangana,Warangal,Enumamula APMC,Gram (Chana),Monsoon,7,2024,137.4,33.23,30.86,39.08,78.9,33.6,93.3,94.26,0.58,123,No,109,63
2022-05-05,Telangana,Karimnagar,Karimnagar APMC,Jowar,Summer,5,2022,81.2,48.58,41.7,56.36,0.8,43.3,22.9,90.22,0.1,23,No,61,119
2020-01-17,Kerala,Thrissur,Thrissur Market,Paddy,Winter,1,2020,195.0,20.89,19.67,23.37,5.0,15.0,43.8,83.27,0.84,201,Yes,152,175
2020-07-22,Uttar Pradesh,Lucknow,Lucknow Mandi,Wheat,Monsoon,7,2020,349.8,22.84,19.94,24.02,167.3,32.9,92.8,82.72,1.08,261,No,71,62
2024-10-04,Punjab,Jalandhar,Jalandhar APMC,Bajra,Post-Monsoon,10,2024,26.0,34.08,31.95,36.75,8.6,25.1,55.0,95.83,0.87,182,Yes,57,78
2023-04-21,Uttar Pradesh,Kanpur,Kanpur Mandi,Cotton,Summer,4,2023,154.8,87.79,78.79,105.16,5.8,41.9,56.0,89.98,1.1,245,No,85,102
